year,team_code,team_name,shirt_no,pos,player_key,player_display,dob,caps,club,club_nat,captain
1930,YUG,Yugoslavia,,MF,Teofilo Spasojević,Teofilo Spasojević,1909-01-21,1,SK Jugoslavija,Kingdom of Yugoslavia,0
1930,YUG,Yugoslavia,,FW,Đorđe Vujadinović,Đorđe Vujadinović,1909-11-29,4,BSK Beograd,Kingdom of Yugoslavia,0
1934,ARG,Argentina,,FW,Alberto Galateo,Alberto Galateo,1912-03-04,0,Unión de Santa Fe,ARG,0
1934,ARG,Argentina,,MF,Alfonso Lorenzo,Alfonso Lorenzo,,0,Barracas Central,ARG,0
1934,ARG,Argentina,,FW,Alfredo Devincenzi,Alfredo Devincenzi,1911-01-24,3,Estudiantil Porteño,ARG,1
1934,ARG,Argentina,,MF,Arcadio López,Arcadio López,1910-09-15,2,Sportivo Buenos Aires,ARG,0
1934,ARG,Argentina,,MF,Constantino Urbieta Sosa,Constantino Urbieta Sosa,1907-08-12,0,Godoy Cruz,ARG,0
1934,ARG,Argentina,,DF,Enrique Chimento,Enrique Chimento,,0,Barracas Central,ARG,0
1934,ARG,Argentina,,MF,Ernesto Albarracín,Ernesto Albarracín,1907-09-25,0,Sportivo Buenos Aires,ARG,0
1934,ARG,Argentina,,DF,Ernesto Belis,Ernesto Belis,1909-02-01,0,Defensores de Belgrano,ARG,0
1934,ARG,Argentina,,FW,Federico Wilde,Federico Wilde,,0,Unión de Santa Fe,ARG,0
1934,ARG,Argentina,,FW,Francisco Pérez,Francisco Pérez,,0,Almagro,ARG,0
1934,ARG,Argentina,,FW,Francisco Rúa,Francisco Rúa,1911-02-04,0,Sportivo Dock Sud,ARG,0
1934,ARG,Argentina,,GK,Héctor Freschi,Héctor Freschi,1911-05-22,0,Sarmiento,ARG,0
1934,ARG,Argentina,,MF,José Nehin,José Nehin,1905-10-13,0,Sportivo Desamparados,ARG,0
1934,ARG,Argentina,,DF,Juan Pedevilla,Juan Pedevilla,1909-06-06,0,Estudiantil Porteño,ARG,0
1934,ARG,Argentina,,FW,Luis Izzeta,Luis Izzeta,,0,Defensores de Belgrano,ARG,0
1934,ARG,Argentina,,DF,Ramón Astudillo,Ramón Astudillo,,0,Colón de Santa Fe,ARG,0
1934,ARG,Argentina,,FW,Roberto Irañeta,Roberto Irañeta,1915-03-21,0,Gimnasia y Esgrima de Mendoza,ARG,0
1934,ARG,Argentina,,GK,Ángel Grippa,Ángel Grippa,1914-03-02,0,Sportivo Alsina,ARG,0
1934,AUT,Austria,,DF,Anton Janda,Anton Janda,1904-05-01,9,Admira Wien,Austria,0
1934,AUT,Austria,,FW,Anton Schall,Anton Schall,1907-06-22,26,Admira Wien,Austria,0
1934,AUT,Austria,,DF,Franz Cisar,Franz Cisar,1908-11-28,5,Wiener AC,Austria,0
1934,AUT,Austria,,MF,Franz Wagner (footballer),Franz Wagner,1911-09-23,7,Rapid Wien,Austria,0
1934,AUT,Austria,,GK,Friederich Franzl,Friederich Franzl,1905-03-06,15,Wiener SC,Austria,0
1934,AUT,Austria,,FW,Georg Braun (footballer),Georg Braun,1907-02-22,11,Wiener AC,Austria,0
1934,AUT,Austria,,FW,Hans Walzhofer,Hans Walzhofer,1906-03-23,4,Wacker Wien,Austria,0
1934,AUT,Austria,,FW,Johann Horvath,Johann Horvath,1903-05-20,43,First Vienna,Austria,0
1934,AUT,Austria,,MF,Johann Urbanek,Johann Urbanek,1910-10-10,1,Admira Wien,Austria,0
1934,AUT,Austria,,FW,Josef Bican,Josef Bican,1913-09-25,6,Rapid Wien,Austria,0
1934,AUT,Austria,,FW,Josef Hassmann,Josef Hassmann,1910-05-21,0,First Vienna,Austria,0
1934,AUT,Austria,,MF,Josef Smistik,Josef Smistik,1905-11-28,28,Rapid Wien,Austria,1
1934,AUT,Austria,,FW,Josef Stroh,Josef Stroh,1913-03-05,0,Austria Wien,Austria,0
1934,AUT,Austria,,DF,Karl Sesta,Karl Sesta,1906-03-18,16,Wiener AC,Austria,0
1934,AUT,Austria,,FW,Karl Zischek,Karl Zischek,1910-08-28,20,Wacker Wien,Austria,0
1934,AUT,Austria,,MF,Leopold Hofmann (footballer),Leopold Hofmann,1905-10-31,19,First Vienna,Austria,0
1934,AUT,Austria,,FW,Matthias Kaburek,Matthias Kaburek,1911-02-09,2,Rapid Wien,Austria,0
1934,AUT,Austria,,FW,Matthias Sindelar,Matthias Sindelar,1903-02-10,30,Austria Wien,Austria,0
1934,AUT,Austria,,GK,Peter Platzer,Peter Platzer,1910-05-29,11,Admira Wien,Austria,0
1934,AUT,Austria,,GK,Rudolf Raftl,Rudolf Raftl,1911-02-07,1,Rapid Wien,Austria,0
1934,AUT,Austria,,FW,Rudolf Viertl,Rudolf Viertl,1902-11-12,9,Austria Wien,Austria,0
1934,AUT,Austria,,DF,Willibald Schmaus,Willibald Schmaus,1911-06-16,0,First Vienna,Austria,0
1934,BEL,Belgium,,FW,Albert Heremans,Albert Heremans,1906-04-13,6,Royal Daring Club Molenbeek,Belgium,0
1934,BEL,Belgium,,GK,André Vandewyer,André Vandewyer,1909-06-21,4,Union Saint-Gilloise,Belgium,0
1934,BEL,Belgium,,GK,Arnold Badjou,Arnold Badjou,1909-06-26,12,Royal Daring Club Molenbeek,Belgium,0
1934,BEL,Belgium,,MF,August Hellemans,August Hellemans,1907-09-14,28,Royal FC Malinois,Belgium,0
1934,BEL,Belgium,,FW,Bernard Voorhoof,Bernard Voorhoof,1910-05-10,31,KSK Liersche,Belgium,0
1934,BEL,Belgium,,MF,Charles Simons (footballer),Charles Simons,1906-04-10,10,Royal Antwerp FC,Belgium,0
1934,BEL,Belgium,,DF,Constant Joacim,Constant Joacim,1908-03-03,2,Royal Berchem Sport,Belgium,0
1934,BEL,Belgium,,MF,Désiré Bourgeois,Désiré Bourgeois,1908-12-13,2,Royal FC Malinois,Belgium,0
1934,BEL,Belgium,,FW,Francois Ledent,Francois Ledent,1908-07-04,3,Standard Liège,Belgium,0
1934,BEL,Belgium,,MF,Frans Peeraer,Frans Peeraer,1913-02-15,2,Royal Antwerp FC,Belgium,0
1934,BEL,Belgium,,FW,François Devries,François Devries,1913-08-21,0,Royal Antwerp FC,Belgium,0
1934,BEL,Belgium,,MF,Félix Welkenhuysen,Félix Welkenhuysen,1908-12-12,3,Union Saint-Gilloise,Belgium,1
1934,BEL,Belgium,,FW,Jean Brichaut,Jean Brichaut,1911-07-29,11,Standard Liège,Belgium,0
1934,BEL,Belgium,,FW,Jean Capelle (footballer),Jean Capelle,1913-10-26,14,Standard Liège,Belgium,0
1934,BEL,Belgium,,MF,Jean Claessens,Jean Claessens,1908-06-18,12,Union Saint-Gilloise,Belgium,0
1934,BEL,Belgium,,MF,Joseph Van Ingelgem,Joseph Van Ingelgem,1912-01-23,11,Royal Daring Club Molenbeek,Belgium,0
1934,BEL,Belgium,,DF,Jules Pappaert,Jules Pappaert,1905-11-05,4,Union Saint-Gilloise,Belgium,0
1934,BEL,Belgium,,FW,Laurent Grimmonprez,Laurent Grimmonprez,1902-12-14,9,Royal Racing Club de Gand,Belgium,0
1934,BEL,Belgium,,FW,Louis Versyp,Louis Versyp,1908-12-05,33,Royal FC Brugeois,Belgium,0
1934,BEL,Belgium,,DF,Philibert Smellinckx,Philibert Smellinckx,1911-01-17,5,Union Saint-Gilloise,Belgium,0
1934,BEL,Belgium,,FW,Robert Lamoot,Robert Lamoot,1911-03-18,1,Royal Daring Club Molenbeek,Belgium,0
1934,BEL,Belgium,,MF,Victor Putmans,Victor Putmans,1914-05-29,,Royale Union Hutoise,Belgium,0
1934,BRA,Brazil,,MF,Alfredo Alves Tinoco,Tinoco,1904-12-02,0,Vasco da Gama,Brazil,0
1934,BRA,Brazil,,MF,Ariel Nogueira,Ariel,1910-02-22,0,Botafogo,Brazil,0
1934,BRA,Brazil,,FW,Armandinho (footballer),Armandinho,1911-03-06,0,São Paulo,Brazil,0
1934,BRA,Brazil,,FW,Carvalho Leite,Carvalho Leite,1912-06-25,4,Botafogo,Brazil,0
1934,BRA,Brazil,,DF,Domingos da Guia,Domingos da Guia,1912-11-19,2,Vasco da Gama,Brazil,0
1934,BRA,Brazil,,MF,Estanislau de Figueiredo Pamplona,Pamplona,1904-03-24,2,Botafogo,Brazil,0
1934,BRA,Brazil,,FW,Gabriel Fernando Bilé,Gabriel Fernando Bilé,1906-03-15,0,Ypiranga SP,Brazil,0
1934,BRA,Brazil,,GK,"Germano (footballer, born 1911)",Germano,1911-03-14,0,Botafogo,Brazil,0
1934,BRA,Brazil,,MF,Heitor Canalli,Canalli,1907-03-12,1,Botafogo,BRA,0
1934,BRA,Brazil,,FW,"Leônidas (footballer, born 1913)",Leônidas,1913-11-06,1,Vasco da Gama,Brazil,0
1934,BRA,Brazil,,DF,Luiz Luz,Luiz Luz,1909-11-29,0,Americano-RS,BRA,0
1934,BRA,Brazil,,FW,Luís Mesquita de Oliveira,Luisinho,1911-03-29,0,São Paulo,Brazil,0
1934,BRA,Brazil,,MF,Martim Mércio da Silveira,Martim,1911-03-02,1,Botafogo,BRA,0
1934,BRA,Brazil,,DF,Octacílio Pinheiro Guerra,Octacílio,1909-11-21,0,Botafogo,Brazil,0
1934,BRA,Brazil,,GK,Roberto Gomes Pedrosa,Pedrosa,1913-07-08,0,Botafogo,Brazil,0
1934,BRA,Brazil,,FW,Rodolpho Barteczko,Patesko,1910-11-12,0,Nacional,Uruguay,0
1934,BRA,Brazil,,DF,Sylvio Hoffmann,Sylvio Hoffmann,1908-05-15,0,São Paulo,Brazil,0
1934,BRA,Brazil,,FW,Tunga (footballer),Tunga,1908-12-17,0,Palestra Italia,Brazil,0
1934,BRA,Brazil,-,FW,Waldemar de Brito,Waldemar de Brito,1913-05-17,0,São Paulo,Brazil,0
1934,BRA,Brazil,,MF,Wálter Guimarães,Waldyr,1912-03-21,0,Botafogo,Brazil,0
1934,BRA,Brazil,,FW,Áttila de Carvalho,Áttila,1910-12-16,0,Botafogo,Brazil,0
1934,CSK,Czechoslovakia,,MF,Adolf Šimperský,Adolf Šimperský,1909-08-05,11,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Antonín Puč,Antonín Puč,1907-05-16,42,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Antonín Vodička,Antonín Vodička,1907-03-01,14,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,GK,Ehrenfried Patzel,Čestmír Patzel,1914-12-02,0,Teplitzer FK,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Erich Srbek,Erich Srbek,1908-06-04,6,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,DF,Ferdinand Daučík,Ferdinand Daučík,1910-05-31,1,ČsŠK Bratislava,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,František Junek,František Junek,1907-01-17,26,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,GK,František Plánička,František Plánička,1904-06-02,48,Slavia Prague,Czechoslovakia,1
1934,CSK,Czechoslovakia,,FW,František Svoboda,František Svoboda,1906-08-05,39,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,František Šterc,František Šterc,1912-01-27,0,Židenice,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Géza Kalocsay,Géza Kalocsay,1913-05-30,1,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Jaroslav Bouček,Jaroslav Bouček,1912-11-13,1,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,DF,Jaroslav Burgr,Jaroslav Burgr,1906-03-07,31,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Jiří Sobotka,Jiří Sobotka,1911-06-06,3,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Josef Košťálek,Josef Košťálek,1909-08-31,11,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Josef Silný,Josef Silný,1902-01-23,49,Nîmes,France,0
1934,CSK,Czechoslovakia,,DF,Josef Čtyřoký,Josef Čtyřoký,1906-09-30,18,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,DF,Ladislav Ženíšek,Ladislav Ženíšek,1904-03-07,15,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,FW,Oldřich Nejedlý,Oldřich Nejedlý,1909-12-25,14,Sparta Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Rudolf Krčil,Rudolf Krčil,1906-03-05,12,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Vlastimil Kopecký,Vlastimil Kopecký,1912-10-14,4,Slavia Prague,Czechoslovakia,0
1934,CSK,Czechoslovakia,,MF,Štefan Čambal,Štefan Čambal,1908-12-17,14,Slavia Prague,Czechoslovakia,0
1934,EGY,Egypt,,FW,Abdulrahman Fawzi,Abdulrahman Fawzi,1909-08-11,2,Al-Masry AC Port Said,Egypt,0
1934,EGY,Egypt,,MF,Ahmed Halim Ibrahim,Ahmed Halim Ibrahim,1910-02-10,,Zamalek,Egypt,0
1934,EGY,Egypt,,DF,Ali El-Kaf,Ali El-Kaf,1906-06-15,2,Zamalek,Egypt,0
1934,EGY,Egypt,,GK,Aziz Fahmy,Aziz Fahmy,,1,Al Ahly,Egypt,0
1934,EGY,Egypt,,MF,Hafez Kasseb,Hafez Kasseb,,0,Al-Olympi Alexandria,Egypt,0
1934,EGY,Egypt,,MF,Hassan El-Far,Hassan El-Far,1912-05-21,2,Zamalek,Egypt,0
1934,EGY,Egypt,,MF,Hassan Raghab,Hassan Raghab,1909-01-01,2,Al-Ittihad,Egypt,0
1934,EGY,Egypt,,MF,Helmi Moustafa,Moustafa Helmi Youssef,1911-06-11,0,Al-Masry AC Port Said,Egypt,0
1934,EGY,Egypt,,DF,Ibrahim Abdel Hamidu Sharli,Hamidu,,2,Al-Olympi Alexandria,Egypt,0
1934,EGY,Egypt,,MF,Ismail Rafaat,Ismail Rafaat,1912-03-12,0,Zamalek,Egypt,0
1934,EGY,Egypt,,FW,Kamel Mosaoud,Kamel Mosaoud,1914-08-02,,Al Ahly,Egypt,0
1934,EGY,Egypt,,FW,Labib Mahmoud,Labib Mahmoud,,0,Al Ahly,Egypt,0
1934,EGY,Egypt,,FW,Mahmoud El-Nigero,Mahmoud El-Nigero,,0,Cairo Shourta Police,Egypt,0
1934,EGY,Egypt,,FW,Mahmoud Mokhtar El-Tetsh,Mahmoud 'El-Tetsh' Mokhtar,1907-12-23,5,Al Ahly,Egypt,1
1934,EGY,Egypt,,FW,Mohamed Latif,Mohamed Latif,1909-10-23,2,Zamalek,Egypt,0
1934,EGY,Egypt,,MF,Mohammed Bakhati,Mohammed Bakhati,,1,Zamalek,Egypt,0
1934,EGY,Egypt,,FW,"Mohammed Hassan (footballer, born 1905)",Mohammed Hassan,1905-02-05,-,Al-Masry AC Port Said,Egypt,0
1934,EGY,Egypt,,FW,Mostafa Taha,Mostafa Taha,1910-03-23,,Zamalek,Egypt,0
1934,EGY,Egypt,,GK,Mustafa Mansour,Mustafa Mansour,1914-08-02,,Al Ahly,Egypt,0
1934,EGY,Egypt,,DF,Yacout El-Soury,Yacout El-Soury,,4,Al-Ittihad,Egypt,0
1934,FRA,France,,GK,Alex Thépot,Alex Thépot,1906-07-30,27,Red Star Paris,France,1
1934,FRA,France,,FW,Alfred Aston,Alfred Aston,1912-05-16,4,Red Star Paris,France,0
1934,FRA,France,,MF,Célestin Delmer,Célestin Delmer,1907-02-15,11,Excelsior Roubaix,France,0
1934,FRA,France,,MF,Edmond Delfour,Edmond Delfour,1907-11-01,24,Racing Club,France,0
1934,FRA,France,,FW,Fritz Keller,Fritz Keller,1913-08-21,1,Strasbourg,France,0
1934,FRA,France,,MF,Georges Beaucourt,Georges Beaucourt,1912-04-15,0,Olympique Lillois,France,0
1934,FRA,France,,MF,Georges Verriest,Georges Verriest,1909-07-15,4,Excelsior Roubaix,France,0
1934,FRA,France,,DF,Jacques Mairesse (footballer),Jacques Mairesse,1905-02-27,5,Red Star Paris,France,0
1934,FRA,France,,FW,Jean Nicolas,Jean Nicolas,1913-06-09,11,Rouen,France,0
1934,FRA,France,,FW,Joseph Alcazar,Joseph Alcazar,1911-06-15,9,Marseille,France,0
1934,FRA,France,,DF,Joseph Gonzales (footballer),Joseph Gonzales,1907-02-19,0,Fives,France,0
1934,FRA,France,,DF,Jules Vandooren,Jules Vandooren,1908-12-30,7,Olympique Lillois,France,0
1934,FRA,France,,MF,Louis Gabrillargues,Louis Gabrillargues,1914-06-16,0,Sète,France,0
1934,FRA,France,,FW,Lucien Laurent,Lucien Laurent,1907-12-10,9,CA Paris,France,0
1934,FRA,France,,MF,Noël Liétaer,Noël Liétaer,1908-11-17,5,Excelsior Roubaix,France,0
1934,FRA,France,,FW,Pierre Korb,Pierre Korb,1908-04-20,12,Mulhouse,France,0
1934,FRA,France,,GK,René Llense,René Llense,1913-07-14,0,Sète,France,0
1934,FRA,France,,GK,Robert Défossé,Robert Défossé,1909-06-16,8,Olympique Lillois,France,0
1934,FRA,France,,FW,Roger Courtois,Roger Courtois,1912-05-30,1,Sochaux,France,0
1934,FRA,France,,MF,Roger Rio,Roger Rio,1913-02-13,10,Rouen,France,0
1934,FRA,France,,FW,Émile Veinante,Émile Veinante,1907-06-12,11,Racing Club,France,0
1934,FRA,France,,DF,Étienne Mattler,Étienne Mattler,1905-12-25,21,Sochaux,France,0
1934,GER,Germany,,FW,Edmund Conen,Edmund Conen,1914-11-10,1,FV Saarbrücken,Germany,0
1934,GER,Germany,,MF,Ernst Albrecht (footballer),Ernst Albrecht,1907-11-12,17,Fortuna Düsseldorf,Germany,0
1934,GER,Germany,,FW,Ernst Lehner,Ernst Lehner,1912-11-07,3,TSV Schwaben Augsburg,Germany,0
1934,GER,Germany,,FW,Franz Dienert,Franz Dienert,1900-01-01,0,VfB Mühlburg,Germany,0
1934,GER,Germany,,GK,Fritz Buchloh,Fritz Buchloh,1909-11-26,5,VfB Speldorf,Germany,0
1934,GER,Germany,,FW,Fritz Szepan,Fritz Szepan,1907-09-02,4,Schalke 04,Germany,1
1934,GER,Germany,,GK,Hans Jakob (footballer),Hans Jakob,1908-06-16,8,Jahn Regensburg,Germany,0
1934,GER,Germany,,DF,Hans Schwartz,Hans Schwartz,1913-03-01,0,Viktoria Hamburg,Germany,0
1934,GER,Germany,,MF,Jakob Bender,Jakob Bender,1910-03-23,3,Fortuna Düsseldorf,Germany,0
1934,GER,Germany,,FW,Josef Streb,Josef Streb,1912-04-16,0,Wacker München,Germany,0
1934,GER,Germany,,MF,Karl Hohmann,Karl Hohmann,1908-06-18,8,VfL Benrath,Germany,0
1934,GER,Germany,,FW,Matthias Heidemann,Matthias Heidemann,1912-02-07,1,Werder Bremen,Germany,0
1934,GER,Germany,,FW,Otto Siffling,Otto Siffling,1912-08-03,0,Waldhof Mannheim,Germany,0
1934,GER,Germany,,DF,Paul Janes,Paul Janes,1912-03-10,5,Fortuna Düsseldorf,Germany,0
1934,GER,Germany,,MF,Paul Zielinski,Paul Zielinski,1911-11-20,0,Union Hamborn,Germany,0
1934,GER,Germany,,DF,Reinhold Münzenberg,Reinhold Münzenberg,1909-01-25,4,Alemannia Aachen,Germany,0
1934,GER,Germany,,MF,Rudolf Gramlich,Rudolf Gramlich,1908-06-06,7,Eintracht Frankfurt,Germany,0
1934,GER,Germany,,FW,Rudolf Noack,Rudolf Noack,1913-03-20,1,SV Hamburg,Germany,0
1934,GER,Germany,,DF,Sigmund Haringer,Sigmund Haringer,1908-12-09,8,Bayern Munich,Germany,0
1934,GER,Germany,,FW,Stanislaus Kobierski,Stanislaus Kobierski,1910-11-15,12,Fortuna Düsseldorf,Germany,0
1934,GER,Germany,,GK,Willibald Kreß,Willibald Kreß,1906-11-13,13,Dresdner SC,Germany,0
1934,GER,Germany,,DF,Willy Busch,Willy Busch,1907-01-04,2,TuS Duisburg,Germany,0
1934,HUN,Hungary,,GK,Antal Szabó,Antal Szabó,1910-09-04,10,Hungária,Hungary,0
1934,HUN,Hungary,,MF,Antal Szalay,Antal Szalay,1912-03-12,8,Újpest,Hungary,0
1934,HUN,Hungary,,DF,Gyula Futó,Gyula Futó,1908-12-29,0,Újpest,Hungary,0
1934,HUN,Hungary,,MF,Gyula Lázár,Gyula Lázár,1911-01-24,19,Ferencváros,Hungary,0
1934,HUN,Hungary,,MF,Gyula Polgár,Gyula Polgár,1912-02-08,5,Ferencváros,Hungary,0
1934,HUN,Hungary,,MF,György Szűcs,György Szűcs,1912-04-23,3,Újpest,Hungary,0
1934,HUN,Hungary,,FW,György Sárosi,György Sárosi,1912-09-15,22,Ferencváros,Hungary,0
1934,HUN,Hungary,,FW,Gábor P. Szabó,Gábor P. Szabó,1902-10-14,10,Újpest,Hungary,0
1934,HUN,Hungary,,FW,Géza Toldi,Géza Toldi,1909-02-11,21,Ferencváros,Hungary,0
1934,HUN,Hungary,,FW,Imre Markos,Imre Markos,1908-06-09,13,Bocskai,Hungary,0
1934,HUN,Hungary,,FW,István Avar,István Avar,1905-05-30,17,Újpest,Hungary,0
1934,HUN,Hungary,,MF,István Palotás,István Palotás,1908-03-05,4,Bocskai,Hungary,0
1934,HUN,Hungary,,FW,István Tamássy,István Tamássy,1906-06-30,1,Újpest,Hungary,0
1934,HUN,Hungary,,FW,Jenő Vincze,Jenő Vincze,1908-11-20,5,Bocskai,Hungary,0
1934,HUN,Hungary,,MF,János Dudás,János Dudás,1911-02-13,0,Hungária,Hungary,0
1934,HUN,Hungary,,GK,József Háda,József Háda,1911-03-02,11,Ferencváros,Hungary,0
1934,HUN,Hungary,,DF,József Vágó,József Vágó,1906-06-30,1,Bocskai,Hungary,0
1934,HUN,Hungary,,DF,László Sternberg,László Sternberg,1905-05-28,7,Újpest,Hungary,0
1934,HUN,Hungary,,FW,Pál Teleki (footballer),Pál Teleki,1906-03-05,6,Bocskai,Hungary,0
1934,HUN,Hungary,,MF,Rezső Somlai,Rezső Somlai,1911-05-22,0,Kispest,Hungary,0
1934,HUN,Hungary,,DF,Sándor Bíró,Sándor Bíró,1911-08-19,13,Hungária,Hungary,0
1934,HUN,Hungary,,FW,Tibor Kemény,Tibor Kemény,1913-03-05,5,Ferencváros,Hungary,0
1934,ITA,Italy,,FW,Anfilogino Guarisi,Anfilogino Guarisi,1905-12-26,5,Lazio,Italy,0
1934,ITA,Italy,,FW,Angelo Schiavio,Angelo Schiavio,1905-10-15,17,Bologna,Italy,0
1934,ITA,Italy,,MF,Armando Castellazzi,Armando Castellazzi,1904-10-07,2,Ambrosiana-Inter,Italy,0
1934,ITA,Italy,,FW,Attilio Demaría,Attilio Demaria,1909-03-19,1,Ambrosiana-Inter,Italy,0
1934,ITA,Italy,,MF,Attilio Ferraris,Attilio Ferraris,1904-03-26,22,Roma,Italy,0
1934,ITA,Italy,,FW,Enrique Guaita,Enrique Guaita,1910-07-11,2,Roma,Italy,0
1934,ITA,Italy,,DF,Eraldo Monzeglio,Eraldo Monzeglio,1906-06-05,12,Bologna,Italy,0
1934,ITA,Italy,,FW,Felice Borel,Felice Borel,1914-04-05,2,Juventus,Italy,0
1934,ITA,Italy,,GK,Gianpiero Combi,Gianpiero Combi,1902-11-20,42,Juventus,Italy,0
1934,ITA,Italy,,FW,Giovanni Ferrari,Giovanni Ferrari,1907-12-06,19,Juventus,Italy,0
1934,ITA,Italy,,GK,Giuseppe Cavanna,Giuseppe Cavanna,1905-09-18,0,Napoli,Italy,0
1934,ITA,Italy,,MF,Giuseppe Meazza,Giuseppe Meazza,1910-08-23,22,Ambrosiana-Inter,Italy,0
1934,ITA,Italy,,GK,Guido Masetti,Guido Masetti,1907-11-22,0,Roma,Italy,0
1934,ITA,Italy,,DF,Luigi Allemandi,Luigi Allemandi,1903-11-18,9,Ambrosiana-Inter,Italy,0
1934,ITA,Italy,,MF,Luigi Bertolini,Luigi Bertolini,1904-09-13,19,Juventus,Italy,0
1934,ITA,Italy,,MF,Luis Monti,Luis Monti,1901-05-15,10,Juventus,Italy,0
1934,ITA,Italy,,MF,Mario Pizziolo,Mario Pizziolo,1909-12-07,8,Fiorentina,Italy,0
1934,ITA,Italy,,MF,Mario Varglien,Mario Varglien,1905-12-26,0,Juventus,Italy,0
1934,ITA,Italy,,FW,Pietro Arcari,Pietro Arcari,1909-12-02,0,Milan,Italy,0
1934,ITA,Italy,,FW,Raimundo Orsi,Raimundo Orsi,1901-12-02,27,Juventus,Italy,0
1934,ITA,Italy,,DF,Umberto Caligaris,Umberto Caligaris,1901-07-26,59,Juventus,Italy,0
1934,ITA,Italy,,DF,Virginio Rosetta,Virginio Rosetta,1902-02-25,51,Juventus,Italy,1
1934,NED,Netherlands,,GK,Adri van Male,Adri van Male,1910-10-07,4,Feijenoord,Netherlands,0
1934,NED,Netherlands,,FW,Arend Schoemaker,Arend Schoemaker,1911-11-08,1,Quick Den Haag,Netherlands,0
1934,NED,Netherlands,,MF,Bas Paauwe,Bas Paauwe,1911-10-04,1,Feijenoord,Netherlands,0
1934,NED,Netherlands,,FW,Beb Bakhuys,Beb Bakhuys,1909-04-16,7,ZAC Zwolle,Netherlands,0
1934,NED,Netherlands,,FW,Frank Wels,Frank Wels,1909-02-21,14,Unitas Gorinchem,Netherlands,0
1934,NED,Netherlands,,GK,Gejus van der Meulen,Gejus van der Meulen,1903-01-23,53,Koninklijke HFC,Netherlands,0
1934,NED,Netherlands,,MF,Henk Pellikaan,Henk Pellikaan,1910-11-10,10,Longa Tilburg,Netherlands,0
1934,NED,Netherlands,,FW,Jaap Mol,Jaap Mol,1912-02-03,5,Kooger FC,Netherlands,0
1934,NED,Netherlands,,FW,Jan Graafland,Jan Graafland,1909-08-21,0,HBS Craeyenhout,Netherlands,0
1934,NED,Netherlands,,DF,Jan van Diepenbeek,Jan van Diepenbeek,1903-08-05,2,Ajax,Netherlands,0
1934,NED,Netherlands,,FW,Joop van Nellen,Joop van Nellen,1910-03-15,17,DHC,Netherlands,0
1934,NED,Netherlands,,FW,Kees Mijnders,Kees Mijnders,1912-09-28,3,DFC Dordrecht,Netherlands,0
1934,NED,Netherlands,,FW,Kick Smit,Kick Smit,1911-11-03,4,HFC Haarlem,Netherlands,0
1934,NED,Netherlands,,FW,Leen Vente,Leen Vente,1911-05-14,5,Neptunus Rotterdam,Netherlands,0
1934,NED,Netherlands,,GK,Leo Halle,Leo Halle,1903-02-17,2,Go Ahead Eagles Deventer,Netherlands,0
1934,NED,Netherlands,,FW,Manus Vrauwdeunt,Manus Vrauwdeunt,1915-04-29,0,Feijenoord,Netherlands,0
1934,NED,Netherlands,,DF,Mauk Weber,Mauk Weber,1914-03-01,14,ADO Den Haag,Netherlands,0
1934,NED,Netherlands,,MF,Puck van Heel,Puck van Heel,1904-01-21,41,Feijenoord,Netherlands,1
1934,NED,Netherlands,,DF,Sjef van Run,Sjef van Run,1904-01-12,19,PSV,Netherlands,0
1934,NED,Netherlands,,MF,Toon Oprinsen,Toon Oprinsen,1910-11-25,1,NOAD Breda,Netherlands,0
1934,NED,Netherlands,,MF,Wim Anderiesen,Wim Anderiesen,1903-11-27,20,Ajax,Netherlands,0
1934,NED,Netherlands,,FW,Wim Langendaal,Wim Langendaal,1909-04-13,0,Xerxes Rotterdam,Netherlands,0
1934,ROU,Romania,,GK,Adalbert Püllöck,Adalbert Püllöck,1907-04-06,5,Crișana Oradea,Romania,0
1934,ROU,Romania,,DF,Alexandru Cuedan,Alexandru Cuedan,1910-09-26,0,Rapid București,Romania,0
1934,ROU,Romania,,DF,Emerich Vogl,Emerich Vogl,1905-08-12,27,Juventus București,Romania,1
